,Text
1602,"@NickShannon_ @ThereKyle @MinMinOpinion @WhiteHouse 50% of deaths from those governors. They will be sorry they denied the seniors care, then data dumped the deaths into covid. The investigations are moving forward thank God. Murderers."
1603,"This actually fits right into the #Cyclones historic narrative of “what if” given how incredibly talented our football team is this season. As an old man I will openly debate to myself and myself the greater injustice: Niang’s broken foot, or the COVID football season. #IowaState https://t.co/DPy54fx5Pj"
1604,Fighting these Covid blues with some wet cyanotypes. @ Avondale https://t.co/sthkqth60H
1605,@JoeBiden  @SenKamalaHarris  I am happy to see the 2 of you working with Medical Expert’s on COVID-19. We need everyone to work together to stop this.I think consulting with @DrAnthonyF  will be A Great Addition to TheDream Team !!! We must ware a mask 😷 &amp; get out of this mess !
1606,"There are ways to curtail that some. Our expert @JasonSiegelMD as VC for research runs our Covid-19 Treatment review panel, he has designed an amazing system that includes daily touchpoint with beside clinicians and research coordinators to help select appropriate therapies https://t.co/AxwGuPRfUJ"
1607,"@wjxt4 I understand how troubling it is for all involved. With COVID-19 we must be careful who we bring it home to. No one will falt you for that !!! Keep your kids safe &amp; stay in touch with all of them if possible. Take care of yourself 1st in order to take care of others !!!
God Bless"
1608,@wjxt4 Ther is much to learn about COVID-19. How each organ is affected by the Virus &amp; how they react to each other &amp; to the Virus.They have to pick &amp; choose which cases to study.This is the only way we will learn how to treat secondary issues &amp; more with COVID-19.
1609,"@wjxt4 The Covid-19 has everyone in a PANIC. I’m taking care of my 90 yr old mother who has health problems. For us it is very scary.  
I do all the shopping, cooking,and much more. I do not want to bring Anything Home to Mom. Covid-19 Is Very Real. Ware A MASK PLEASE ! aI PRAY !🙏❤️😷"
1610,@SarahBrightman @Spotify Greatest picks Ever. Thank you Sarah &amp; Spotify for giving this Gift to us. In this day of COVID-19 We Need a distraction. I cannot think of a better way to get through theses days !! Thank you Sarah!!! Please Stay Well &amp; keep the songs coming !!!🙏❤️😷 WE LOVE YOU SARAH !!!🙏❤️😷
1611,"It’s an observation that this comparison in no way holds water to the average Californian or American Who is not confined to a cell 23 hours a day. COVID is real, but let’s start using some unbiased, common sense facts when analyzing its affect across our country."
1612,"COVID-19 FOMO: Fear of missing out persists amid pandemic, experts say
https://t.co/5nhTUkTwN1"
1613,@realDonaldTrump We need to get this country out of a state of emergency. There is no Covid Emergency! End the plandemic so these kids can go back to school in a normal environment! We can’t send ours back!
1614,Follow up to my previous tweet. Here’s the story @RichardEngel did this morning with his wife @MaryKForrest on their sweet son Henry and the unique challenges kiddos &amp; parents of kiddos w/ special needs face during COVID. #nailedit #proudlyintheclub https://t.co/HN2dtg48bI
1615,@RealCandaceO @kat06181258 I would be careful abt the COVID-19 !!! This is a very dangerous time in USA History. The Virus is Killing Many young&amp; older Americans no matter what Trump says !!!  LOOK AT THE STATISTICS. YOU CANNOT JUST RUN FROM COVID-19.   TrUMP ALLOWED THIS TO HAPPEN !!! Get mad at him !!!!
1616,"Congress Must Respond to Deep Health Inequities for Black People During COVID-19:
Medicaid is the Lever 
https://t.co/4Vb2kO1hyz @HealthPolicyHub @NationalMedAssn #COVID19 #NMAOnCOVID19"
1617,Congress Must Respond to Deep Health Inequities for Black People During COVID-19: Medicaid is the Lever @HealthPolicyHub @NationalMedAssn https://t.co/faWCbL62qm
1618,"“...hopefully our national leadership will also put [COVID-19] at the highest level of priority... Sports is important but it is not as important as 160,000 people dying.” - Dr. Leon McDougle, 121st President of @NationalMedAssn/@NCAA Coronavirus Advisory Panel @CNN @McDougle2020"
1619,"“A feeling is not science. A feeling is not a protocol. Those feelings should be used to advocate for testing...PPE and for placing a full court press on COVID-19. That’s what the feelings should be used for.”-Dr. Leon McDougle, @NMAPresident/@NCAA coronavirus advisory panel @CNN"
1620,@Nemesis96866679 @paulsperry_ @AChinaObserver Neither does Covid. None of what you mentioned is evidence based. Every bit is anecdotal experiences which can and have NOT been substantiated. You are spreading fake news. Show me one evidence based study and I will eat my words
1621,@TuckerCarlson how does your guest Mark Siegel claim that these kids are dying not of covid but from lack of vaccination? I thought the SIDS rate is now non-existent. Hmm. Think about it.
1622,"@jessie4324 @gerd_odw @TeamTrump @realDonaldTrump OH HELL NO HE IS NOT THE ANSWER FOR MY USA !!
If you think you want him... Go Sleep with the DOGS &amp; Trump. YOU MAY GET COVID-19 TOGETHER !!!"
1623,"@wjxt4 Amen. This young woman was very Brave to Post the Photo. Now there are 15-19 People who are COVID-19 POSITIVE and The School is CLOSED WITH MANY PEOPLE IN QUARANTINE !!! 
I Hope SOMEONE Hears abt this &amp; Stop the Insanity of thinking kids are immune to COVID-19. THEY ARE NOT !!!"
1624,Tomorrow’s headline: multiple players on both teams test positive for Covid. https://t.co/M17ySFD8rg
1625,@FortuNateShev Might be the dumbest thing he’s done yet. And I’m including presenting the idea of injecting bleach to cure COVID
1626,"@plsblockmedaddy @xgracetorrancex @DoubleT319 @parisfoster88 @GodGave2A @discounthannah Here’s a trophy for weirdest comment of the day 🏆 
You know how someone smells based on a pic and you also know COVID’s long term health effects! Incredible."
1627,Here’s a little gift bag of Covid to take home as a keepsake 😳and an extra little something for your families 🤒 https://t.co/4uE8whjilg
1628,@donwinslow @gerd_odw @realDonaldTrump AMEN-BROTHER !!! Kids do Not belong in school today or any day in this day of COVID-19 !!! STUPID WONT GET THIS UNTIL IT HITS HIM RIGHTIN HIS BIGMAC !!! Trump is so stupid it amazes me that anyone would follow him. Yet they do and they are as stupid as he is !!!
1629,"State of Florida run @FLSERT
#JAX COVID19 Test Site at Regency Mall

🟢Current wait time: NO WAIT

🔺Active Virus testing
🔺Antibody testing
🔺Free
🔺Doesn’t matter where you live
🔺Ages 5+
🔺Drive-thru &amp; Walk-In testing available

COVID-19 Test Fast Pass: https://t.co/nNVJqAIWmN https://t.co/ZbVnWcC5Tu"
1630,"@judginganubis @prettymessy888 @dayoff317 @themikeypick @DailyCaller How is it, President Trump caused the deaths by the Wuha, China, COVID 19 virus? How is it President fault to cause the violence, destruction, burning, defacing, business in Democrats controlled cities? How is it, one person, the President, is blamed for the continued violence?"
1631,Mark Woods: More than numbers on the COVID frontline in Jacksonville https://t.co/sFUh24HBJg
1632,"@SenSchumer We need to get COVID-19 UNDER CONTROL ! Young people of Any Age,Older,younger, and the immunocompramised patients are at risk of getting COVID-19!!! We are in uncharted waters here &amp; we need HELP FROM OUR PRESIDENT.. WHERE DID HE GO................................I don’t know 🤷‍♀️"
1633,@SenSchumer Trump will never get a GRIP ON TESTING.  As he has stated before...and I quote his own words “we don’t need more testing. It just leads to MORE POSITIVE CASES”.  No DUH Trump !!! That is why we must Increase Testing ! We Have GOT TO GET COVID-19 UNDER CONTROL !!! W T F. trump....
1634,hoping for you to have a speedy recovery !!! covid is no joke 😭 @kaitlyn_baggett
1635,"@EmC_squaredd @strmsptr @TuckerCarlson @DrAnthonyF That’s his viewers CHOICE is to watch him.  By his ratings,  we’re choosing to watch him in HUGE #’s.  There’s many doctors that’s spoken out about their way to treat COVID who didn’t follow the CDC, WHO, NIH  changed their policy midstream. https://t.co/6UUl1ymx2I"
1636,"Obviously, @WinnDixie affiliate, #HarveysSupermarket &amp; parent #SoutheasternGrocerers aren't taking COVID-19 seriously! They're allowing all kinds of people to walk around without masks! The manager's excuse: the security guard hasn't arrived yet! I will NOT be coming back here!"
1637,"@CopperJackDash @RBReich @Rosie I beg to differ with you !!! When COVID-19 was On Radar. Trump did Nothing to Stop it in it’s Tracks !!! We can go beck to 2019, November when the Virus in China  was an issue !!  Now here we are,  TRUMP SAID “IT IS WHAT IT IS” How abt I am sorry we have lost so many AMERICANS !!"
1638,"Closed in Julington Creek Plantation. Helped Sellers who lived in Arizona and the Buyer who lives in Texas. Covid slowed us down - but didn’t stop us today. Call Suzy if you’re looking for a new home in St. Johns,… https://t.co/JewLCF4YbR"
1639,"COVID-19 testing should only be done on symptomatic people, hospital/nursing facility inpatients, care takers in any venue and anyone that may have had contact with a confirmed case of the virus, period."
1640,@JonHeyman 🤔 maybe #Covid is a performance enhancing drug for some. Since well the @Marlins have yet to give up a run in 20+ innings since emerging from quarantine. Incredible storyline
1641,@TaliaElaine They got Covid
1642,Ppl want us to pay attention to the tragedy in Lebanon but unfortunately I have 3 children in the US who are gonna fall a generation behind an already behind school system because this gov’t completely fumbled the handling of this Covid-19 situation. https://t.co/tMECEBkkTy
1643,"@TitusNation They approximated 14,700 of our children will catch and die from covid. Our children are expendable to this administration."
1644,@JoeBiden HCQ cures covid. It cures the vaccine program too.
1645,@scientificrealm @realDonaldTrump Hey Trump. Why should we send Our Children Back to SCHOOL when YOU HAD SOMEONE TAKE YOUR PLACE  IN SCHOOL &amp; TAKEING YOUR TESTS ???  Our kids are Better off Not going to School Where The COVID-19 Can KILL THEM  &amp;  THE STAFF NOT TO MENTION THEIR FAMILIES ???!!! WTF Trump
1646,"@kyrstensinema This map is useless.  You can’t represent Covid across a state, especially large ones, where the infections vary widely from county to county."
1647,@RFFJ44 Homeless people are immune from covid FYI. Because they aren’t brainwashed by the media.
1648,@kirstiealley @JackPosobiec He blocked me. He doesn’t like vaccine truths. Neither does Tammy Bruce. They will be first in line for the covid vax and that’s ok with me. They were warned.
1649,covid 19 outa 19
1650,@PhotoBowles First the PB&amp;J fiasco and now this - Covid has you out of control
1651,The state of Florida needs to lift the limit of how many things we can buy during hurricane season and Covid.  Only being allowed to buy 2 gallons of water during a pandemic and a natural disaster is a bit ridiculous.
1652,@TomFitton It worries me immensely that this covid vaccine will be very dangerous. The first ever RNA vaccine that will change our dna forever cannot believe a good idea. This could be genocide.
